"","COSEWICID","SCI_NAME","COM_NAME","TAXON","SAR_STAT","SCHEDULE","CODE","HABITAT","SUITABILITY","SEASON","MAJ_IMPORTANCE"
"496","24","Rallus elegans","King Rail","Birds","Endangered","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Non-Breeding Season","Yes"
"497","25","Setophaga kirtlandii","Kirtland's Warbler","Birds","Endangered","Schedule 1","1.4","Forest - Temperate","Suitable","Breeding Season","Yes"
"498","25","Setophaga kirtlandii","Kirtland's Warbler","Birds","Endangered","Schedule 1","1.5","Forest - Subtropical/Tropical Dry","Suitable","Non-Breeding Season","No"
"499","25","Setophaga kirtlandii","Kirtland's Warbler","Birds","Endangered","Schedule 1","3.4","Shrubland - Temperate","Suitable","Breeding Season","Yes"
"500","25","Setophaga kirtlandii","Kirtland's Warbler","Birds","Endangered","Schedule 1","3.5","Shrubland - Subtropical/Tropical Dry","Suitable","Non-Breeding Season","No"
"501","28","Colinus virginianus","Northern Bobwhite","Birds","Endangered","Schedule 1","1.4","Forest - Temperate","Suitable","Resident","No"
"502","28","Colinus virginianus","Northern Bobwhite","Birds","Endangered","Schedule 1","14.1","Artificial/Terrestrial - Arable Land","Suitable","Resident","No"
"503","28","Colinus virginianus","Northern Bobwhite","Birds","Endangered","Schedule 1","14.2","Artificial/Terrestrial - Pastureland","Suitable","Resident","No"
"504","28","Colinus virginianus","Northern Bobwhite","Birds","Endangered","Schedule 1","3.4","Shrubland - Temperate","Suitable","Resident","No"
"505","28","Colinus virginianus","Northern Bobwhite","Birds","Endangered","Schedule 1","4.4","Grassland - Temperate","Suitable","Resident","No"
"506","31","Protonotaria citrea","Prothonotary Warbler","Birds","Endangered","Schedule 1","1.4","Forest - Temperate","Suitable","Breeding Season","Yes"
"507","31","Protonotaria citrea","Prothonotary Warbler","Birds","Endangered","Schedule 1","1.6","Forest - Subtropical/Tropical Moist Lowland","Suitable","Non-Breeding Season","No"
"508","31","Protonotaria citrea","Prothonotary Warbler","Birds","Endangered","Schedule 1","1.7","Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level","Suitable","Non-Breeding Season","Yes"
"509","31","Protonotaria citrea","Prothonotary Warbler","Birds","Endangered","Schedule 1","1.8","Forest - Subtropical/Tropical Swamp","Suitable","Non-Breeding Season","No"
"510","37","Setophaga citrina","Hooded Warbler","Birds","Not at Risk","Schedule 1","1.4","Forest - Temperate","Suitable","Breeding Season","Yes"
"511","37","Setophaga citrina","Hooded Warbler","Birds","Not at Risk","Schedule 1","1.6","Forest - Subtropical/Tropical Moist Lowland","Suitable","Non-Breeding Season","Yes"
"512","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","10.1","Marine Oceanic - Epipelagic (0-200m)","Suitable","Breeding Season","No"
"513","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","10.1","Marine Oceanic - Epipelagic (0-200m)","Suitable","Passage","No"
"514","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","10.2","Marine Oceanic - Mesopelagic (200-1000m)","Suitable","Breeding Season","No"
"515","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","10.2","Marine Oceanic - Mesopelagic (200-1000m)","Suitable","Passage","No"
"516","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","12.2","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc","Suitable","Non-Breeding Season","Yes"
"517","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","12.5","Marine Intertidal - Salt Marshes (Emergent Grasses)","Marginal","Breeding Season",NA
"518","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","13.1","Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands","Suitable","Non-Breeding Season","Yes"
"519","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.1","Marine Neritic - Pelagic","Suitable","Breeding Season","No"
"520","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.1","Marine Neritic - Pelagic","Suitable","Non-Breeding Season","No"
"521","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.10","Marine Neritic - Estuaries","Suitable","Breeding Season","No"
"522","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.10","Marine Neritic - Estuaries","Suitable","Non-Breeding Season","No"
"523","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.2","Marine Neritic - Subtidal Rock and Rocky Reefs","Suitable","Breeding Season","Yes"
"524","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.2","Marine Neritic - Subtidal Rock and Rocky Reefs","Suitable","Non-Breeding Season","Yes"
"525","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.3","Marine Neritic - Subtidal Loose Rock/pebble/gravel","Suitable","Breeding Season","Yes"
"526","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.3","Marine Neritic - Subtidal Loose Rock/pebble/gravel","Suitable","Non-Breeding Season","Yes"
"527","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.4","Marine Neritic - Subtidal Sandy","Suitable","Breeding Season","Yes"
"528","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.4","Marine Neritic - Subtidal Sandy","Suitable","Non-Breeding Season","Yes"
"529","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.5","Marine Neritic - Subtidal Sandy-Mud","Suitable","Breeding Season","Yes"
"530","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.5","Marine Neritic - Subtidal Sandy-Mud","Suitable","Non-Breeding Season","Yes"
"531","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.7","Marine Neritic - Macroalgal/Kelp","Suitable","Breeding Season","Yes"
"532","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.7","Marine Neritic - Macroalgal/Kelp","Suitable","Non-Breeding Season","Yes"
"533","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.8","Marine Neritic - Coral Reef",NA,NA,NA
"534","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.8.1","Outer Reef Channel","Suitable","Breeding Season","No"
"535","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.8.1","Outer Reef Channel","Suitable","Non-Breeding Season","No"
"536","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.8.2","Back Slope","Suitable","Breeding Season","No"
"537","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.8.2","Back Slope","Suitable","Non-Breeding Season","No"
"538","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.8.3","Foreslope (Outer Reef Slope)","Suitable","Breeding Season","No"
"539","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.8.3","Foreslope (Outer Reef Slope)","Suitable","Non-Breeding Season","No"
"540","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.8.4","Lagoon","Suitable","Breeding Season","No"
"541","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.8.4","Lagoon","Suitable","Non-Breeding Season","No"
"542","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.8.5","Inter-Reef Soft Substrate","Suitable","Breeding Season","No"
"543","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.8.5","Inter-Reef Soft Substrate","Suitable","Non-Breeding Season","No"
"544","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.8.6","Inter-Reef Rubble Substrate","Suitable","Breeding Season","No"
"545","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.8.6","Inter-Reef Rubble Substrate","Suitable","Non-Breeding Season","No"
"546","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.9","Marine Neritic - Seagrass (Submerged)","Suitable","Breeding Season","Yes"
"547","40","Sterna dougallii","Roseate Tern","Birds","Endangered","Schedule 1","9.9","Marine Neritic - Seagrass (Submerged)","Suitable","Non-Breeding Season","Yes"
"548","46","Setophaga cerulea","Cerulean Warbler","Birds","Endangered","Schedule 1","1.4","Forest - Temperate","Suitable","Breeding Season","Yes"
"549","46","Setophaga cerulea","Cerulean Warbler","Birds","Endangered","Schedule 1","1.6","Forest - Subtropical/Tropical Moist Lowland","Suitable","Non-Breeding Season","Yes"
"550","46","Setophaga cerulea","Cerulean Warbler","Birds","Endangered","Schedule 1","1.9","Forest - Subtropical/Tropical Moist Montane","Suitable","Non-Breeding Season","Yes"
"551","49","Passerculus sandwichensis princeps","Savannah Sparrow princeps subspecies","Birds","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"552","53","Parkesia motacilla","Louisiana Waterthrush","Birds","Special Concern","Schedule 1","1.4","Forest - Temperate","Suitable","Breeding Season","Yes"
"553","53","Parkesia motacilla","Louisiana Waterthrush","Birds","Special Concern","Schedule 1","3.4","Shrubland - Temperate","Suitable","Breeding Season","No"
"554","53","Parkesia motacilla","Louisiana Waterthrush","Birds","Special Concern","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Breeding Season","Yes"
"555","53","Parkesia motacilla","Louisiana Waterthrush","Birds","Special Concern","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Non-Breeding Season","Yes"
"556","61","Icteria virens virens","Yellow-breasted Chat virens subspecies","Birds","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"557","134","Martes americana atrata","American Marten (Newfoundland population)","Mammals","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"558","144","Rangifer tarandus","Woodland Caribou (Atlantic-Gaspesie population)","Mammals","Endangered","Schedule 1","1.1","Forest - Boreal","Suitable",NA,"Yes"
"559","144","Rangifer tarandus","Woodland Caribou (Atlantic-Gaspesie population)","Mammals","Endangered","Schedule 1","4.1","Grassland - Tundra","Suitable",NA,"Yes"
"560","153","Scalopus aquaticus","Eastern Mole","Mammals","Special Concern","Schedule 1","1.4","Forest - Temperate","Suitable",NA,NA
"561","153","Scalopus aquaticus","Eastern Mole","Mammals","Special Concern","Schedule 1","14.2","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"562","153","Scalopus aquaticus","Eastern Mole","Mammals","Special Concern","Schedule 1","4.4","Grassland - Temperate","Suitable",NA,NA
"563","153","Scalopus aquaticus","Eastern Mole","Mammals","Special Concern","Schedule 1","4.5","Grassland - Subtropical/Tropical Dry","Suitable",NA,NA
"564","176","Magnolia acuminata","Cucumber Tree","Vascular Plants","Endangered","Schedule 1","1.4","Forest - Temperate","Suitable",NA,"No"
"565","178","Isoetes engelmannii","Engelmann's Quillwort","Vascular Plants","Endangered","Schedule 1","15.9","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable",NA,NA
"566","178","Isoetes engelmannii","Engelmann's Quillwort","Vascular Plants","Endangered","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"567","178","Isoetes engelmannii","Engelmann's Quillwort","Vascular Plants","Endangered","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"568","179","Pedicularis furbishiae","Furbish's Lousewort","Vascular Plants","Endangered","Schedule 1","17","Other","Marginal",NA,NA
"569","179","Pedicularis furbishiae","Furbish's Lousewort","Vascular Plants","Endangered","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,"Yes"
"570","180","Agalinis gattingeri","Gattinger's Agalinis","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"571","181","Plantago cordata","Heart–leaved Plantain","Vascular Plants","Endangered","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"572","181","Plantago cordata","Heart–leaved Plantain","Vascular Plants","Endangered","Schedule 1","5.2","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable",NA,NA
"573","181","Plantago cordata","Heart–leaved Plantain","Vascular Plants","Endangered","Schedule 1","5.9","Wetlands (inland) - Freshwater Springs and Oases","Suitable",NA,NA
"574","182","Pycnanthemum incanum","Hoary Mountain–mint","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"575","183","Isotria verticillata","Large Whorled Pogonia","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"576","184","Geum peckii","Eastern Mountain Avens","Vascular Plants","Endangered","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"577","184","Geum peckii","Eastern Mountain Avens","Vascular Plants","Endangered","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"578","185","Coreopsis rosea","Pink Coreopsis","Vascular Plants","Endangered","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,"Yes"
"579","185","Coreopsis rosea","Pink Coreopsis","Vascular Plants","Endangered","Schedule 1","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,"Yes"
"580","185","Coreopsis rosea","Pink Coreopsis","Vascular Plants","Endangered","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,"Yes"
"581","185","Coreopsis rosea","Pink Coreopsis","Vascular Plants","Endangered","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,"Yes"
"582","186","Polygala incarnata","Pink Milkwort","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"583","188","Opuntia humifusa","Eastern Prickly Pear Cactus","Vascular Plants","Endangered","Schedule 1","13.3","Marine Coastal/Supratidal - Coastal Sand Dunes","Suitable","Resident","No"
"584","188","Opuntia humifusa","Eastern Prickly Pear Cactus","Vascular Plants","Endangered","Schedule 1","1.4","Forest - Temperate","Suitable","Resident","Yes"
"585","188","Opuntia humifusa","Eastern Prickly Pear Cactus","Vascular Plants","Endangered","Schedule 1","3.4","Shrubland - Temperate","Suitable","Resident","No"
"586","188","Opuntia humifusa","Eastern Prickly Pear Cactus","Vascular Plants","Endangered","Schedule 1","6","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable","Resident","Yes"
"587","190","Agalinis skinneriana","Skinner's Agalinis","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"588","191","Lespedeza virginica","Slender Bush–clover","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"589","194","Isotria medeoloides","Small Whorled Pogonia","Vascular Plants","Endangered","Schedule 1","1.4","Forest - Temperate","Suitable",NA,NA
"590","196","Chimaphila maculata","Spotted Wintergreen","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"591","197","Drosera filiformis","Thread–leaved Sundew","Vascular Plants","Endangered","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,"Yes"
"592","197","Drosera filiformis","Thread–leaved Sundew","Vascular Plants","Endangered","Schedule 1","5.6","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"593","197","Drosera filiformis","Thread–leaved Sundew","Vascular Plants","Endangered","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"594","197","Drosera filiformis","Thread–leaved Sundew","Vascular Plants","Endangered","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"595","198","Hydrocotyle umbellata","Water Pennywort","Vascular Plants","Special Concern","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"596","198","Hydrocotyle umbellata","Water Pennywort","Vascular Plants","Special Concern","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"597","198","Hydrocotyle umbellata","Water Pennywort","Vascular Plants","Special Concern","Schedule 1","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"598","201","Gentiana alba","White Prairie Gentian","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
